	Unnamed: 0	belief	argument	label	explanation	generated_explanation	random_explanation
1540	297	Cosmetic surgery has some benefits.	Cosmetic surgery can cause people to question themselves.	counter	(cosmetic surgery; is a; procedure)(procedure; used for; people)(addiction; is not a; benefits)(procedure; used for; improve looks)(improve looks; capable of; people not satisfied)(people not satisfied; causes; lots more surgery)(lots more surgery; capable of; addiction)	cosmetic surgery _isa plastic surgery _hascontext addiction	surgery is a artifact part of plant is a henna is a cosmetic 
1541	132	Human cloning is positive for society.	Human cloning is dangerous.	counter	(human cloning; causes; confusion)(confusion; is a; dangerous)(dangerous; at location; society)(dangerous; is not a; positive)	human cloning isa cloning hasproperty positive	cloning has context biology has context asexual is a human 
1542	1745	Schools should have a zero tolerance policy.	Bad behavior is not something that should be tolerated.	support	(bad behavior; not desires; be tolerated)(bad behavior; desires; zero tolerance policy)(bad behavior; synonym of; bullying)(bullying; at location; schools)(zero tolerance policy; capable of; punishment method)(schools; desires; punishment method)	bad behavior _isa punishment method	schools at location study desires person not desires bad 
1543	2347	Surrogacy is an act of creating life	surrogacy should not be allowed as it allows for creation and determination of human life	counter	(surrogacy; is a; unnatural)(unnatural; not capable of; creating life)(surrogacy; not desires; be allowed)	surrogacy hascontext legal _distinctfrom stole hasprerequisite allow	life part of fun used for conquering_opponent has prequisite determination 
1544	2094	By banning prostitution men are trying to take control of women's bodies	men do not have the right to control women's bodies	support	(men; not used for; right to control)(women; desires; control women's bodies)(women; desires; take control)(right to control; synonym of; take control)	men capableof take control	prostitution has context level is a flat at location cat desires control 
1545	1601	School uniforms should not be implemented.	School uniforms are cheaper than regular clothing.	counter	(school uniforms; has property; cheaper)(cheaper; has property; desired by parents)(clothing; has property; school uniforms)(clothing; has property; regular clothing)(regular clothing; not has property; cheaper)(desired by parents; causes; implemented)	school uniforms atlocation school receivesaction implemented	uniforms used for hat at location closet at location school 
1546	1682	People can save money with this product.	You'll need to rebuy it a lot	counter	(rebuy; has context; this product)(rebuy; not capable of; save money)(rebuy; has context; a lot)(people; capable of; rebuy)	rebuy _similarto rebuy	save has context slang has context little is distinct from lot 
1547	124	Guantanamo Bay has been useful at dealing with intelligent enemies.	Guantanamo Bay is necessary for the greater good of the US.	support	(guantanamo bay; is a; necessary)(necessary; used for; the greater good)(the greater good; at location; the us)(the us; capable of; combating terrorists)(combating terrorists; has property; useful)(useful; used for; dealing intelligent enemies)	guantanamo bay _atlocation prison usedfor dealing intelligent enemies	intelligent has property people has property good 
1548	1927	Gender neutral language makes conversations fair for everyone.	Gender neutral language makes things less fair, as it erases parts of a person's identity.	counter	(gender neutral language; capable of; erases identity)(erases identity; not has context; fair)(everyone; not desires; erases identity)(identity; part of; everyone)	gender neutral language _isa english language _language everyone	gender has context biosex has context biology has context neutral 
1549	386	Human cloning is not nature.	God does not have an issue with cloning.	counter	(god; part of; nature)(god; desires; cloning)(cloning; is a; natural)(natural; part of; nature)	god hascontext religion isa nature	cloning has context biology has context omnipotent is a god 
1550	2343	Our current voting system should be replaced.	The electoral college is not a fair measure of how one wins in an election.	support	(electoral college; not capable of; fair measure)(electoral college; capable of; replaced)(electoral college; has context; current voting system)	electoral college hasa current voting system	voting causes election is a person desires fair 
1551	440	IQ tests are important to differentiate.	IQ tests separate based upon ability.	support	(iq tests; used for; segregation)(segregation; part of; differentiate)(differentiate; used for; based upon ability)	iq tests _hassubevent examining thing hasprerequisite intelligence receivesaction based upon ability	iq has context photography is a person at location drop_of_blood used for tests 
1552	1721	religious favoritism in schools must be avoided	Social morals were stronger back when we taught the Bible in school	counter	(religious; causes; social morals)(social morals; is a; stronger)(social morals; is not a; favoritism)(social morals; not desires; be avoided)	religious _hascontext be avoided	schools at location study desires person desires morals 
1553	1347	Homeopathy is efficient for some people	Homeopathy usually is effective and does not have side effect after it's usage for some people	support	(homeopathy; is a; effective)(effective; has context; some people)(effective; synonym of; efficient)(homeopathy; not capable of; side effect)	homeopathy hascontext medicine _isa side effect	homeopathy has context similar is distinct from different has property people 
1554	1728	People who want to pray should pray, and those who don't want to pray shouldn't have to.	Prayers isn't what everyone wants.	support	(everyone; not desires; prayers)(prayers; used for; want to pray)(prayers; not used for; those who don't)	everyone distinctfrom some who don't	pray capable of believer at location church at location prayers 
1555	183	Stem cell research helps society.	Stem cell research can be dangerous for the baby.	counter	(abortion; causes; frozen fetuses)(frozen fetuses; has property; stem cells)(stem cells; used for; stem cell research)(stem cell research; capable of; dangerous)(dangerous; not causes; helps society)	abortion _hassubevent procreating usedfor children capableof help society	cell has context biology is a science used for research 
1556	437	Missionary work does great work.	Missionary work helps the disadvantaged.	support	(missionary; is a; godly work)(godly work; part of; great work)(great work; used for; disadvantaged)	missionary hascontext education _usedfor school receivesaction disadvantaged	missionary is a worker at location work 
1557	2085	Since every situation is different, there shouldn't be a limit on judicial activism.	Judicial activism should always be considered the same way, and the situation shouldn't matter	counter	(judicial activism; capable of; considered the same)(considered the same; has context; situation shouldn't matter)(situation shouldn't matter; not has property; situation is different)(considered the same; not desires; a limit)	judicial activism _causes instituting civil action hasprerequisite law isa a limit	judicial has context historical has context cultural_revolution causes changing_society has prequisite activism 
1558	1970	The sex of a child does not define their value.	The Female sex has more value, in that they are the natural harbingers of life	counter	(female; capable of; bearing children)(bearing children; synonym of; harbingers of life)(harbingers of life; has property; essential society)(essential society; has property; more value)(sex; has property; male)(sex; has property; female)(male; not capable of; bearing children)(value; part of; more value)	female _hasproperty beauty _causes grooming hassubevent more value	child is a person desires life 
1559	243	lack of government spending can be detrimental to the economy.	Unemployment can be exaserbated by reduced government spending.	support	(unemployment; not desires; reduced government spending)(less benefits; is a; detrimental to economy)(reduced government spending; has property; lack of)(lack of; has context; government spending)(government spending; causes; less benefits)	unemployment _causes going on strike hassubevent less benefits	spending used for fortune desires person not desires government 
1560	2312	companies operating overseas need protection too	these companies can do better than hiring private military contractors that are unaccountable where they operate	counter	(private military contractors; has property; unaccountable)(companies; capable of; operating overseas)(operating overseas; desires; protection)(protection; created by; private military contractors)(protection; created by; better options)	private military contractors isa contractors _usedfor getting contract causes better options	protection used for underground_area at location military 
1561	1988	Cosmetic surgery for children is safe.	Parental consent does not protect children from associated risks of cosmetic surgery.	counter	(surgery; has property; risks)(cosmetic surgery; part of; surgery)(parental consent; not capable of; stop risks)(risks; antonym of; stop risks)(stop risks; is a; safe)(stop risks; is a; protect children)	surgery _hascontext protect _isa protect children	surgery is a artifact part of plant is a henna is a cosmetic 
1562	1854	Flag burning should be legal.	Flag burning is offensive and can create hostile environments for others.	counter	(offensive; causes; hostile environment)(flag burning; capable of; offensive)(hostile environment; not desires; legal)	offensive hascontext legal	flag is a bounded_surface is a pillow_case used for burning 
1563	50	Urbanization is good if approached intelligently.	Urbanization is good only if people solve some difficult environmental issues.	support	(urbanization; causes; environmental issues)(environmental issues; part of; pollution)(pollution; capable of; destruction)(destruction; not created by; climate action)(climate action; desires; approached intelligently)	urbanization _causes changing society hassubevent approached intelligently	good has property people 
1564	2162	Mandatory retirement age will allow young workers to be able to predictably enter the workforce.	Forcing older people to retire, means less qualified and experienced people will enter the workforce.	counter	(mandatory retirement age; causes; loss of experience)(loss of experience; at location; workforce)(loss of experience; receives action; young workers)(young workers; has property; less qualified)(less qualified; causes; poorer quality work)	mandatory retirement age isa obligation _causes getting contract hasprerequisite poorer quality work	age capable of time has prequisite giving_assistance has prequisite means 
1565	98	Cannabis should be legalized.	When cannabis is legal, there is less conflict.	support	(when; has subevent; people suffer pain)(people suffer pain; desires; cannabis)(cannabis; desires; legal)(legal; causes; less conflict)(less conflict; desires; legalized)	when hascontext legal	
1566	904	Without surrogacy, some people would never be able to have children.	People who want children should be allowed to use what means they have to make it happen.	support	(surrogacy; used for; helping people)(helping people; not capable of; have children)(have children; created by; want children)(helping people; receives action; allowed)	surrogacy hascontext legal similarto allow	people used for car at location children 
1567	202	The blockade should be removed.	People in Gaza are suffering due to the blockade.	support	(blockade; used for; preventing travel)(preventing travel; used for; people in gaza)(people in gaza; has context; suffering)(suffering; created by; not leaving)(not leaving; not part of; human rights)(human rights; desires; removed)	blockade _atlocation vehicle bomb receivesaction removed	blockade has context chess part of queen used for people 
1568	242	Human cloning should be banned.	There are ethical issues with not creating a human in the most natural way.	support	(human cloning; is a; unnatural)(human cloning; capable of; ethical issues)(unnatural; capable of; banned)(human cloning; capable of; creating a human)(ethical issues; capable of; banned)	human cloning isa cloning hasproperty illegal	cloning has context biology has context asexual is a human 
1569	162	It is within people's rights to change their looks.	People's mental health is often improved with plastic surgery.	support	(plastic surgery; used for; people)(people; desires; change their looks)(change their looks; capable of; people's mental health)(people; has property; rights)	plastic surgery isa surgery _hascontext rights	rights desires person desires clean has context health 
1570	171	Guantanamo Bay is a shameful thing for the US.	Guantanamo Bay is necessary for the greater good of the US.	counter	(guantanamo bay; has property; effective)(effective; used for; greater good)(effective; is not a; shameful thing)(shameful thing; at location; usa)	guantanamo bay _atlocation slave _isa usa	shameful not desires person made of water at location bay 
1571	955	Space exploration is important for many novel pursuits, and inventions.	without space exploration NASA would not have discovered valuable resources on other planets.	support	(space exploration; capable of; new discoveries)(new discoveries; causes; inventions)(inventions; created by; nasa)(new discoveries; capable of; valuable resources)	space exploration isa valuable resources	exploration used for moon at location space 
1572	225	It is inhumane to torture human being	guantanamo bay is bad as they torture criminals there which is bad	support	(criminals; part of; human)(human; not desires; torture)(torture; has property; bad)(torture; at location; guantanamo bay)	criminals _usedfor prison _atlocation guantanamo bay	torture capable of human is a criminals 
1573	1117	Assisted suicide is good for terminal patients who are suffering.	Assisted suicide offers a way for terminal patients to end their suffering.	support	(assisted suicide; capable of; resolution)(suffering; desires; resolution)(assisted suicide; has context; end their suffering)	assisted suicide isa harmed _receivesaction people capableof end their suffering	suicide created by death part of life capable of end 
1574	307	Intelligence tests identify children who will need extra help during their education	Not everyone can get through school without help	support	(intelligence tests; used for; determining weaknesses)(determining weaknesses; capable of; identify)(identify; causes; extra help)(extra help; used for; school)(school; part of; education)(education; used for; children)(children; part of; everyone)	intelligence tests _usedfor student distinctfrom teacher _hasa everyone	intelligence causes learning used for school 
1575	382	Social media is good in helping you find friends.	Social media is good at hurting authentic friendships.	counter	(social media; capable of; hurting authentic friendships)(hurting authentic friendships; not capable of; find friends)(hurting authentic friendships; is not a; good)	social media _hascontext good	find has prequisite chat_with_friends motivated by goal social 
1576	400	Libertarian beliefs are selfish and create a lack of law and order.	In order for society to function we must work together as a group, not focus on our own pursuits alone.	support	(libertarian; not capable of; work together)(work together; created by; lack of law)(lack of law; causes; focusing)(focusing; used for; own pursuits alone)	libertarian isa person notdesires own pursuits alone	libertarian has context politics is a person is a order 
1577	1488	Algorithmic trading is cheaper.	Algorithmic trading advantages the few.	counter	(algorithmic trading; synonym of; automated trading)(automated trading; is not a; cheaper)(automated trading; capable of; advantages the few)(advantages the few; is a; unfair)	algorithmic trading hascontext finance hasproperty unfair	algorithmic has context mathematics is a person desires advantages 
1578	1585	Missionaries go to countries they do not belong.	Missionaries have a major savior complex.	support	(missionaries; has context; major savior complex)(major savior complex; at location; do not belong)(major savior complex; capable of; imposing will)	missionaries capableof impose will	countries at location world at location bald_eagle at location us has context savior 
1579	1667	it is important to maximize freedom for both individuals and corporations - libertarianism is the best way to enable this.	By both individuals and companies, it is necessary to optimize freedom - leftism is really the key to making such happen.	counter	(freedom; has context; necessary)(freedom; part of; leftism)(leftism; antonym of; libertarianism)	freedom _distinctfrom liberty _isa libertarianism	libertarianism is a political_ideology used for people is a individuals 
1580	1148	Burning the flag is an inexcusable act of disloyalty to our country.	Anyone who is burning our flag is most likely a malignant person, and should be penalized harshly.	support	(burning the flag; created by; malignant person)(malignant person; has property; disloyalty)(disloyalty; receives action; penalized)(penalized; at location; country)	burning the flag _usedfor cannonball atlocation country	flag is a bounded_surface is a pillow_case used for burning 
1581	2267	school uniforms provide fewer distractions from learning.	Some students always strive to get good academic results no matter what.	counter	(school uniforms; capable of; distracting students)(distracting students; not capable of; fewer distractions)(students; desires; good academic results)(students; not desires; distracting students)	school uniforms atlocation school usedfor distracting students	uniforms used for hat at location closet at location school at location students 
1582	63	Cosmetic surgery can fix severe birth defects that may cause a lower quality of life.	There are those that believe cosmetic surgery can help people live a better life because the surgery can fix birth defects.	support	(severe birth defects; capable of; low confidence)(low confidence; part of; quality of life)(quality of life; capable of; improvement)(improvement; created by; cosmetic surgery)(cosmetic surgery; used for; boosting confidence)(boosting confidence; capable of; better life)	severe birth defects _notdesires person desires better life	quality has prequisite reproducing causes birth 
1583	981	space exploration is imperative	Space explorations helps to gain knowledge	support	(space exploration; used for; new ideas)(new ideas; used for; gain knowledge)(gain knowledge; has property; imperative)(imperative; created by; space explorations)	space exploration _isa space explorations	exploration used for moon at location space 
1584	2220	Space has been explored, and needs no further exploration.	It is foolish to think that humans already know everything there is to know.	counter	(space; has property; vast)(space; has property; little explored)(little explored; causes; more exploration needed)(more exploration needed; has property; more to learn)(more to learn; antonym of; already know everything)(more exploration needed; synonym of; further exploration)(more to learn; has context; humans)	space _atlocation humans	space desires person not desires foolish 
1585	1172	A company should be allowed to pay well enough to attract top talent.	To ensure company growth, they must be allowed to pay well enough to get the best employees.	support	(company; desires; good employees)(top talent; part of; good employees)(good employees; desires; good pay)(good pay; causes; company growth)(good pay; synonym of; pay well)	company _isa credit card usedfor pay well	company desires money has prequisite buying_small causes pay 
1586	1261	Safe spaces are imperative for people to feel more at ease.	Safe spaces make others feel more comfortable.	support	(safe spaces; causes; security)(security; causes; more at ease)(safe spaces; causes; more comfortable)(more comfortable; synonym of; more at ease)	safe spaces _usedfor painting causes more at ease	people has a person desires safe 
1587	2040	Abolishing intellectual property rights is good.	Abolishing intellectual property rights will discourage people from sharing knowledge.	counter	(abolishing; causes; people copying ideas)(intellectual property rights; receives action; abolishing)(people copying ideas; causes; discourage sharing ideas)(discourage sharing ideas; antonym of; sharing knowledge)(discourage sharing ideas; is a; bad)(bad; antonym of; good)	abolishing _usedfor killing hasproperty bad distinctfrom good	rights has a people 
1588	103	A tool available is algorithmic trading.	Computers can make predictions about stocks.	support	(computers; used for; predictions)(predictions; created by; algorithmic trading)(algorithmic trading; has context; stocks)(stocks; has property; difficult to predict)(difficult to predict; desires; a tool)	computers _atlocation tool	algorithmic has context mathematics is a astronomy has context metal used for make 
1589	641	Praying should be encouraged in schools.	Praying brings peacefulness to the individual.	support	(praying; causes; unity)(unity; part of; peacefulness)(peacefulness; at location; schools)(schools; made of; individual)	praying _usedfor altar isa individual	praying used for sitting_quietly causes peacefulness 
1590	2068	people should make their own choice to vote.	Everyone should be forced to vote to participate in democracy.	counter	(democracy; has property; vote for government)(democracy; created by; participate)(participate; created by; everyone)(everyone; created by; forced to vote)(forced to vote; antonym of; choice to vote)(people; receives action; participate)	democracy _atlocation equality for everyone _motivatedbygoal compete hasprerequisite participate	people created by machine used for vote 
1591	2224	End the war on drugs.	We should not make it easier for people to access drugs.	counter	(illegal; synonym of; war on drugs)(harder; created by; illegal)(access drugs; has property; easier)(access drugs; has property; harder)(war on drugs; receives action; end)(end; causes; easier)(easier; causes; more harm)	illegal _hasproperty marijuana hasa more harm	war at location people 
1592	1946	Racial profiling is wrong.	Racial profiling works because those stereotypes exist.	counter	(racial profiling; capable of; works)(works; is not a; wrong)(racial profiling; created by; stereotypes)	racial profiling _notdesires person desires good luck _capableof stereotypes	profiling has context historical has context player has context gaming has context racial 
1593	130	olympic games should be abolished	athletes dreams will be destroyed.	counter	(olympic games; used for; athletes)(athletes; desires; dreams)(dreams; part of; competition)(competition; not desires; abolished)	olympic games _usedfor arena _isa arena hascontext abolished	games capable of competition motivated by goal play_sports capable of athletes 
1594	1733	Separation of church and state is the reason to prohibit prayer in schools.	Prohibition of prayer in schools is related to separation of state and church.	support	(state and church; desires; separation)(separation; causes; prohibition)(prohibition; has context; prohibit prayer)(prohibition; at location; schools)	state and church hascontext schools	prayer at location church used for learn has subevent study at location schools 
1595	2273	A payday loan can help for sudden financial situations that occur before you get your weekly paycheck.	Money emergencies can't be helped.	counter	(money emergencies; has context; inevitable)(inevitable; has context; can't be helped)(sudden financial situations; synonym of; money emergencies)(weekly paycheck; not used for; money emergencies)	money emergencies _isa money emergencies	loan used for banker is a person not desires emergencies 
1596	580	Every human has the right to choose their own legal representation.	It's a basic right to be innocent until proven guilty and make your case of innocence with their own lawyer.	support	(be innocent; is a; basic right)(be innocent; has context; make your case)(make your case; desires; legal representation)(every human; desires; basic right)	be innocent _capableof person desires basic right	legal has context guilty 
1597	1531	Killing is always wrong, and needs to end.	criminals don't deserve to live	counter	(capital punishment; has property; killing)(capital punishment; used for; criminals)(capital punishment; has property; makes society safer)(makes society safer; is a; benefits society)(benefits society; not desires; end)(benefits society; not has property; always wrong)(killing; antonym of; to live)	capital punishment isa death _causes killing usedfor to live	killing used for criminals 
1598	39	algorithm aren't 100% accurate.	algorithms can predict but don't reflect the situation.	support	(algorithms; part of; artificial intelligence)(artificial intelligence; not capable of; accurate)(accurate; not receives action; reflect the situation)(reflect the situation; used for; algorithm)	algorithms _hascontext algorithm	algorithm is a information has prequisite deciding_criminal_s_fate has subevent reflect 
1599	1702	Scientology is controlling it's followers	The church of scientology is a good religion to discuss.	counter	(church of scientology; has context; good religion)(controlling; not part of; church of scientology)(followers; desires; good religion)(scientology; synonym of; church of scientology)	church of scientology _isa church of scientology	followers has a leader at location group is a organisation is a scientology 
1600	2233	three-strikes law should not be abolished	Since three-strikes law has been a great discouragement and should not end.	support	(three-strikes law; capable of; discouragement)(discouragement; capable of; prevent crime)(prevent crime; not desires; abolished)(law; capable of; prevent crime)	three-strikes law hascontext law capableof prevent crime	law is a person not desires bad is distinct from great 
1601	1224	A woman should be free to use her body to make money.	A diseased woman who sells her body for sex is endangering the public health.	counter	(woman; capable of; sells her body)(woman; capable of; diseased)(diseased; capable of; endangering)(endangering; has context; public health)(endangering; is not a; free to use)	woman capableof free to use	free not desires person is a woman 
1602	729	people who commit crimes very often should be punished.	someone who has committed lots of violence belongs in the jail	support	(criminals; capable of; commit crimes)(commit crimes; part of; lots of violence)(lots of violence; receives action; punished)(punished; made of; jail)	criminals _usedfor prison	people is a criminals at location jail 
1603	1475	Cannabis smoking should be legal.	Cannabis smoking has risks, but is far better than many other recreational substances.	support	(cannabis smoking; has property; less risk)(cannabis smoking; is a; far better)(less risk; desires; should be legal)	cannabis smoking isa smoking hasprerequisite tobacco hasa should be legal	cannabis used for pleasure causes smoking 
1604	1903	We should subsidize stay at home parents.	Being a stay at home parent is hard; we should subsidize those in need of financial aid.	support	(stay at home; capable of; hard)(hard; desires; subsidize)(subsidize; has context; financial aid)	stay at home _capableof person desires financial aid	home used for family at location parent 
1605	209	Urban development is more dangerous.	Urban development leads to a stronger economy.	counter	(urban development; causes; grow public infrastructure)(grow public infrastructure; causes; stronger economy)(stronger economy; created by; wealth)(wealth; not has property; more dangerous)	urban development _atlocation skyscraper hasproperty more dangerous	urban is distinct from country has property en has context logic has context stronger 
1606	2212	People should be able to choose their lawyer	If people choose their lawyer it would allow those with money to get the best lawyers	counter	(choose their lawyer; used for; best lawyers)(people; desires; best lawyers)(money; used for; choose their lawyer)	choose their lawyer _hasprerequisite bring suit hasfirstsubevent choose their lawyer	people is a lawyers 
1607	1042	foster care is a positive.	Foster care allows children to be taken care of.	support	(foster care; used for; children)(children; desires; security and love)(security and love; causes; taken care of)(taken care of; is a; positive)	foster care hascontext medicine _isa marijuana hasproperty positive	care has prequisite reproducing causes children 
1608	2320	anyone can say what they think.	no one deserves to be offended by someone else.	counter	(anyone; not capable of; opinion)(opinion; created by; what they think)(what they think; causes; offended)(no one; desires; offended)	anyone capableof offend	
1609	529	Holocaust denial is not a valid form of free speech	Holocaust denial is denial of history.	support	(holocaust; has context; second world war)(second world war; has context; history)(history; not desires; denial)(denial; receives action; evidence and scrutiny)(evidence and scrutiny; part of; free speech)(free speech; desires; moderation)	holocaust hascontext judaism isa moderate _distinctfrom moderation	holocaust has context historical has context en has context logic has context denial 
1610	2125	everyone should have to use a public defender.	With public defenders, people would be treated the same.	support	(public defender; causes; treated the same)(everyone; desires; treated the same)(everyone; part of; people)	public defender hascontext legal _hasproperty people	public is distinct from private is distinct from known desires person has a people 
1611	1454	Gateway drugs should be illegal as they cause addiction.	Addiction is only caused by heavy drugs.	counter	(heavy drugs; causes; addiction)(gateway drugs; has context; weaker)(heavy drugs; desires; illegal)(weaker; not causes; addiction)	heavy drugs _desires addict _isa addiction	drugs not desires person not desires addiction 
1612	131	morals would decline	The depravity would be on the march	support	(the depravity; synonym of; immorality)(immorality; is a; on the march)(on the march; causes; immoral behaviors)(immoral behaviors; causes; morals)(morals; capable of; decline)	the depravity _distinctfrom virtue _isa humility causes decline	morals desires person is a war causes advancing_into_battle has subevent march 
1613	1432	Children should be able to consent to cosmetic surgery.	Children do not have the mental capacity to understand the consequences of medical decisions.	counter	(children; has property; still developing)(still developing; not capable of; important decision)(cosmetic surgery; has property; important decision)(important decision; capable of; consequences)	children capableof play games _usedfor playing games causes consequences	consent has context medicine is a person not desires embarrassment causes going_public causes consequences 
1614	1890	Capital punishment is the only repayment for murder	Victim's families want equal punishment - a life for a life.	support	(victim's families; desires; capital punishment)(capital punishment; is a; equal punishment)(equal punishment; is a; repayment)(a life; is a; equal punishment)	victim's families _atlocation brother capableof equal punishment	murder is a killing causes punishment 
1615	1629	Without regulations, society would run amuck, and there would be terrible crime and poverty.	People need the government to trust them to behave correctly.	counter	(people; desires; government to trust)(people; capable of; behave correctly)(run amuck; not part of; behave correctly)(terrible crime; not part of; behave correctly)	people capableof behave correctly	terrible has property war has context government 
1616	1533	targeted killing should not be banned.	Targeted killing is not worth it.	counter	(targeted killing; is not a; worth it)(targeted killing; is a; immoral)(immoral; desires; banned)	targeted killing isa killing hasprerequisite weapons receivesaction banned	
1617	2282	People should wear whatever clothing they want to express themselves.	School uniforms do not mean that children have no self expression.	counter	(people; desires; self expression)(clothing; causes; self expression)(school uniforms; part of; clothing)(school uniforms; not capable of; remove self expression)	people capableof look different _motivatedbygoal change appearance hassubevent remove self expression	wear used for t_shirt at location closet at location school 
1618	2315	Private military companies fill in gaps for the military.	The military are held to higher ethical standards than companies.	counter	(military; has context; higher ethical standards)(fill in gaps; not capable of; higher ethical standards)(private military companies; not has context; higher ethical standards)	military _hascontext ethics _hasa higher ethical standards	private has context us has a military 
1619	1838	Paying an executive more, will be an incentive for better quality leadership.	The amount of money most executives make vastly eclipses what any person reasonably needs to survive.	counter	(executive; has property; very well paid)(very well paid; has context; more than needed)(more than needed; antonym of; needs to survive)(more than needed; receives action; more money)(more money; not capable of; providing incentive)(providing incentive; capable of; better quality leadership)(very well paid; has subevent; amount of money)	executive capableof control company _usedfor money _isa amount of money	executive capable of bicycle_to_work capable of person 
1620	269	Marriage creates many burdens within a relationship.	The financial, legal, and social obligations of marriage develop discipline, and personal growth.	counter	(marriage; causes; obligations)(asset to relationship; is not a; burdens)(obligations; causes; develop discipline)(develop discipline; capable of; personal growth)(personal growth; capable of; asset to relationship)	marriage isa asset to relationship	marriage at location support desires person desires develop 
1621	150	Human cloning is not right.	Human cloning can bring out potential breakthroughs.	counter	(human cloning; has property; efficient)(efficient; created by; potential breakthroughs)(potential breakthroughs; has property; right)	human cloning isa cloning _usedfor human atlocation right	cloning has context biology has context asexual is a human 
1622	1353	Child actors may be traumatized by the experience.	Child actors frequently continue to act as adults.	counter	(child actors; has property; young and vulnerable)(young and vulnerable; desires; guardians monitoring)(guardians monitoring; causes; well adjusted child)(well adjusted child; antonym of; traumatized)(well adjusted child; capable of; continue to act)(continue to act; causes; adults actor)	child actors _isa adults actor	actors at location play has prequisite child 
1623	2132	Assisted suicide is good for terminal patients who are suffering.	Assisted suicide encourages patients to avoid seeking alternative treatments that could help them.	counter	(look for relief; has property; best options)(suffering; causes; look for relief)(terminal patients; capable of; suffering)(best options; has subevent; alternative treatments)(alternative treatments; is not a; assisted suicide)	look for relief _hasfirstsubevent pray motivatedbygoal assisted suicide	terminal has context biology has context depression causes suicide 
1624	1801	Something makes learning a new language easier.	Learning a new language is never easy and requires time and effort.	counter	(new language; has context; never easy)(new language; desires; time and effort)(time and effort; not part of; easier)	new language _causes learning language hassubevent use less energy motivatedbygoal easier	learning has prequisite effort is distinct from easy 
1625	1076	Compulsory voting is not a good societal implementation.	Compulsory voting would allow too many uninformed people the ability to vote.	support	(compulsory voting; causes; inefficient vote)(inefficient vote; created by; uninformed people)(uninformed people; not used for; good societal implementation)	compulsory voting isa good societal implementation	voting capable of matter_lot capable of pain capable of people 
1626	308	Embryonic stems cells may cure many diseases.	Research can be done on different types of stem cells that are not embryonic.	counter	(stem cells; capable of; not embryonic)(stem cells; capable of; embryonic)(stem cells; part of; research)(research; not capable of; cure many diseases)	stem cells _hasa human body capableof cure many diseases	cells at location body part of plant part of stem 
1627	1875	Only government should subsidize journalist	Journalist are always biased irrespective of whom is paying them	counter	(journalist; capable of; always biased)(always biased; has context; regardless of funding)(journalist; capable of; news coverage)(news coverage; not desires; government should subsidize)	journalist isa worker capableof government should subsidize	government not desires person is a journalist 
1628	1053	Surrogacy can be lucrative.	Surrogacy generates a nice income for surrogates.	support	(surrogacy; capable of; nice income)(nice income; synonym of; lucrative)(surrogacy; capable of; help infertile couples)	surrogacy hascontext legal _hasproperty divorce _hassubevent help infertile couples	
1629	1311	Safe spaces should not be allowed.	Safe spaces are artificial environments that don't prepare people for real life.	support	(safe spaces; is a; artificial environments)(artificial environments; not capable of; prepare people)(prepare people; has context; real life)(artificial environments; not desires; be allowed)	safe spaces _usedfor stairwell _atlocation stairs down capableof be allowed	safe has context uk has context natural is distinct from artificial 
1630	1160	Language should adapt.	As cultures and environments change, language should adapt with it.	support	(language; capable of; change)(change; part of; adapt)(language; part of; culture)(culture; desires; change)	language _hasprerequisite learning language causes change	
1631	85	cannabis shouldn't be legalized for health reasons	cannabis use improved cancer patients life expectancy	counter	(legalized; has context; allowed)(allowed; not has context; bad)(cannabis; not has context; bad)(cannabis; causes; improved life expectancy)(cancer patients; desires; improved life expectancy)	legalized _hascontext better life expectancy	health has property good has property cannabis 
1632	874	foster care is a positive.	foster care allows kids to have a family.	support	(foster care; capable of; have a family)(have a family; has property; kids)(have a family; is a; positive)	foster care hascontext medicine _isa marijuana hasproperty positive	care desires person capable of open_door capable of kids 
1633	1782	Everyone should be required to use public defenders so that others do not have an unfair advantage	People have the right to hire their own attorney if they have the money to do so	counter	(have the money; used for; hire their own)(hire their own; used for; own attorney)(own attorney; not has property; public defenders)(have the money; capable of; advantage)(advantage; has context; have the right)	have the money _hasprerequisite buy hassubevent have the right	advantage has context soccer is a person capable of judge is distinct from attorney 
1634	1268	Democracy needs a high voter turnout.	A high voter turnout ensures a true mandate for government.	support	(democracy; desires; participation)(high voter turnout; part of; participation)(high voter turnout; causes; mandate)(democracy; desires; mandate)	democracy _partof constitution isa law _hascontext requirement	democracy has context us has context turnout 
1635	777	Payday loans are exploitative.	Most people who have payday loans are the poor.	support	(payday loans; capable of; exploitation)(exploitation; used for; the poor)(the poor; receives action; exploitative)	payday loans _usedfor credit card _hasprerequisite paying by credit card hassubevent exploitative	payday causes desire spend_money capable of customers is a people 
1636	335	Missionaries do a lot of good things for people.	Missionaries are often found in poor countries and do a variety of things for people.	support	(missionaries; at location; poor countries)(poor countries; desires; good things)(good things; has context; resources and shelter)(resources and shelter; part of; variety of things)(variety of things; has property; benefit of missionaries)	missionaries usedfor benefit of missionaries	good has property life has a world at location countries 
